epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,54.7304,1.85904,0.93299,1,0.38314,0.00023474,0.00023474,0.00023474
2,109.648,0.66513,0.96392,1,0.12675,0.000238734,0.000238734,0.000238734
