epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,50.8874,1.87275,0.92784,1,0.36976,0.00023474,0.00023474,0.00023474
2,234.513,0.66905,0.95876,1,0.12121,0.000238734,0.000238734,0.000238734
