epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,93.5468,2.3587,0.26289,0.77835,2.08785,0.000704219,0.00023474,0.000704219,0.00023474,0.000704219,0.00023474,0.000704219,0.00023474
2,176.874,2.09315,0.50515,0.8866,1.70615,0.000716201,0.000238734,0.000716201,0.000238734,0.000716201,0.000238734,0.000716201,0.000238734
