iter	RMSE
351	21.8954471
352	21.89536203
353	21.89529664
354	21.89518076
355	21.89512477
356	21.89510308
357	21.89498478
358	21.89493922
359	21.89488731
360	21.89488438
361	21.89482107
362	21.89481742
363	21.89479551
364	21.89461846
365	21.89461305
366	21.89459225
367	21.8945845
368	21.89458213
369	21.89443608
370	21.89439352
371	21.89436227
372	21.8943296
373	21.89430356
374	21.89427284
375	21.8942518
376	21.89422375
377	21.89422153
378	21.89420708
379	21.89419832
380	21.89408454
381	21.89407436
382	21.89397484
383	21.89390213
384	21.89387526
385	21.89386759
386	21.89386312
387	21.89386134
388	21.89380734
389	21.8938012
390	21.89379917
391	21.89379218
392	21.89378935
393	21.89368183
394	21.89356975
395	21.89351845
396	21.89351308
397	21.89350656
398	21.89348261
399	21.89342902
400	21.89342505
401	21.89339834
402	21.89338976
403	21.8932662
404	21.89321724
405	21.89314057
406	21.89311996
407	21.89309164
408	21.89297738
409	21.89287256
410	21.8928586
411	21.89285718
412	21.89279394
413	21.89262683
414	21.89262426
415	21.89262367
416	21.89262041
417	21.89261409
418	21.89261282
419	21.89252385
420	21.89238668
421	21.89237583
422	21.89236204
423	21.89235761
424	21.89235459
425	21.8923446
426	21.89231545
427	21.89229587
428	21.89229143
429	21.89228082
430	21.89227046
431	21.89212426
432	21.89210885
433	21.89210025
434	21.89200627
435	21.89200082
436	21.89199666
437	21.89198249
438	21.89197586
439	21.89197211
440	21.89196528
441	21.89195632
442	21.89187881
443	21.89187446
444	21.89186773
445	21.89185213
446	21.89175833
447	21.89172086
448	21.89165285
449	21.89162589
450	21.89162055
451	21.89160536
452	21.89149409
453	21.89149209
454	21.89148825
455	21.89147663
456	21.89147525
457	21.89145806
458	21.89141132
459	21.89139397
460	21.89138776
461	21.89138588
462	21.891259
463	21.89125513
464	21.89124695
465	21.8912324
466	21.89122997
467	21.89121871
468	21.89118403
469	21.89115721
470	21.8911513
471	21.89111556
472	21.89103318
473	21.89103077
474	21.89101256
475	21.89100944
476	21.89099517
477	21.89092021
478	21.8909165
479	21.89088074
480	21.8908636
481	21.89085821
482	21.89085509
483	21.89084852
484	21.89080604
485	21.89071049
486	21.89070932
487	21.89070172
488	21.89065703
489	21.89060151
490	21.89058558
491	21.89057998
492	21.89057773
493	21.89051516
494	21.89049869
495	21.89041962
496	21.89026409
497	21.89023524
498	21.89019565
499	21.89013798
